"CONTRACT_NUNBER";"IS_FOUND_EXPIRATION_DATE";"IS_FOUND_MONTHS";"EXPIRATION_DATE";"GODN_FOUND_TEXT";"MONTH_FOUND_TEXT"
"2532102896020000221";0;0;;;
"2532102896020000221";1;1;Остаточный срок годности Товара на дату поставки должен быть не менее 12 месяцев.;Остаточный срок годности;Остаточный срок годности Товара на дату поставки должен быть не менее 12 месяцев.
"2532102896020000229";1;1;Остаточный срок годности Товара на дату поставки должен быть не менее 12 месяцев.;Остаточный срок годности;Остаточный срок годности Товара на дату поставки должен быть не менее 12 месяцев.
"2532102896020000229";1;1;Остаточный срок годности Товара на дату поставки должен быть не менее 12 месяцев.;Остаточный срок годности;Остаточный срок годности Товара на дату поставки должен быть не менее 12 месяцев.
"2532102896020000247";1;1;Остаточный срок годности Товара на дату поставки должен быть не менее 12 месяцев.;Остаточный срок годности;Остаточный срок годности Товара на дату поставки должен быть не менее 12 месяцев.
"2532102896020000250";1;1;Остаточный срок годности Товара на дату поставки должен быть не менее 12 месяцев.;Остаточный срок годности;Остаточный срок годности Товара на дату поставки должен быть не менее 12 месяцев.
"2532102896020000250";0;0;;;
"2532102896020000260";1;1;Остаточный срок годности Товара на дату поставки должен быть не менее 12 месяцев.;Остаточный срок годности;Остаточный срок годности Товара на дату поставки должен быть не менее 12 месяцев.
"2532102896020000262";1;1;Остаточный срок годности Товара на дату поставки должен быть не менее 12 месяцев.;Остаточный срок годности;Остаточный срок годности Товара на дату поставки должен быть не менее 12 месяцев.
"2532102896020000269";1;1;Остаточный срок годности Товара на дату поставки должен быть не менее 12 месяцев.;Остаточный срок годности;Остаточный срок годности Товара на дату поставки должен быть не менее 12 месяцев.
"2532102896020000320";1;1;Остаточный срок годности Товара на дату поставки должен быть не менее 12 месяцев.;Остаточный срок годности;Остаточный срок годности Товара на дату поставки должен быть не менее 12 месяцев.
"2532102896020000320";0;0;;;
"2532102896020000330";1;1;Остаточный срок годности Товара на дату поставки должен быть не менее 12 месяцев.;Остаточный срок годности;Остаточный срок годности Товара на дату поставки должен быть не менее 12 месяцев.
"2532102896020000337";1;1;Остаточный срок годности Товара на дату поставки должен быть не менее 12 месяцев.;Остаточный срок годности;Остаточный срок годности Товара на дату поставки должен быть не менее 12 месяцев.
"2532102896020000340";1;1;Остаточный срок годности Товара на дату поставки должен быть не менее 12 месяцев.;Остаточный срок годности;Остаточный срок годности Товара на дату поставки должен быть не менее 12 месяцев.
"2532102896020000347";1;1;Остаточный срок годности Товара на дату поставки должен быть не менее 12 месяцев.;Остаточный срок годности;Остаточный срок годности Товара на дату поставки должен быть не менее 12 месяцев.
"2532102896020000353";1;1;Остаточный срок годности Товара на дату поставки должен быть не менее 9 месяцев.;Остаточный срок годности;Остаточный срок годности Товара на дату поставки должен быть не менее 9 месяцев.
"2532103890420000112";1;1;Остаточный срок годности Товара на момент поставки должен быть не менее 12 месяцев от основного срока годности.;Остаточный срок годности;Остаточный срок годности Товара на момент поставки должен быть не менее 12 месяцев от основного срока годности.
"2532103893620000055";1;1;Остаточный срок годности Товара на момент поставки должен быть не менее 12 месяцев от основного срока годности.;Остаточный срок годности;Остаточный срок годности Товара на момент поставки должен быть не менее 12 месяцев от основного срока годности.
"2532104009020000410";1;1;Остаточный срок годности на Товар на момент передачи его Заказчику должен составлять не менее 12 месяцев.;Остаточный срок годности на Товар на момент передачи его Заказчику должен составлять:;Остаточный срок годности на Товар на момент передачи его Заказчику должен составлять не менее 12 месяцев.
"2532104223420000394";1;1;Не менее 12 месяцев на момент поставки;Остаточный срок годности;Не менее 12 месяцев на момент поставки
"2532104223420000546";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"2532115558020000097";1;1;не менее 12 месяцев на момент передачи Товара Заказчику;Остаточный срок годности;не менее 12 месяцев на момент передачи Товара Заказчику
"2532117487220000041";1;1;Остаточный срок годности Товара на момент поставки должен быть не менее 24 месяцев от основного срока годности.;Остаточный срок годности;Остаточный срок годности Товара на момент поставки должен быть не менее 24 месяцев от основного срока годности.
"2532201475120000201";1;0;;"    6. Срок годности Товара: _____";
"2540110946020000345";1;1;Сроки годности: на момент поставки остаточный срок годности Товара должен быть не менее 9 месяцев.;Сроки годности: на момент поставки остаточный срок годности Товара должен быть не менее 9 месяцев.;Сроки годности: на момент поставки остаточный срок годности Товара должен быть не менее 9 месяцев.
"2540110946020000350";1;1;"9 (девять) месяцев";Остаточный срок годности;"9 (девять) месяцев"
"2540110946020000448";1;1;Сроки годности: на момент поставки остаточный срок годности Товара должен быть не менее 9 месяцев.;Сроки годности: на момент поставки остаточный срок годности Товара должен быть не менее 9 месяцев.;Сроки годности: на момент поставки остаточный срок годности Товара должен быть не менее 9 месяцев.
"2540110990320000532";1;1;"9 месяцев";Остаточный срок годности;"9 месяцев"
"2540110990320000678";1;1;Не менее 9 месяцев;Остаточный срок годности;Не менее 9 месяцев
"2540110990320000679";1;1;Не менее 9 месяцев;Остаточный срок годности;Не менее 9 месяцев
"2540111781620000204";1;1;"12 месяцев";Остаточный срок годности;"12 месяцев"
"2540111781621000005";1;1;"12 месяцев";Остаточный срок годности;"12 месяцев"
"2540111781621000011";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"2540111781621000023";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"2540210835620001162";1;1;На момент поставки срок годности Товара должен быть не менее 12 месяцев;Остаточный срок годности;На момент поставки срок годности Товара должен быть не менее 12 месяцев
"2540210835620001176";1;1;На момент поставки срок годности Товара должен быть не менее 12 месяцев;Остаточный срок годности;На момент поставки срок годности Товара должен быть не менее 12 месяцев
"2540210835620001179";1;1;"12 (двенадцать) месяцев";Остаточный срок годности;"12 (двенадцать) месяцев"
"2540210835620001182";1;1;На момент поставки срок годности Товара должен быть не менее 12 месяцев;Остаточный срок годности;На момент поставки срок годности Товара должен быть не менее 12 месяцев
"2540210835620001227";1;1;На момент поставки срок годности Товара должен быть не менее 12 месяцев;Остаточный срок годности;На момент поставки срок годности Товара должен быть не менее 12 месяцев
"2540210835620001504";1;0;;Срок годности Товара:________________________;
"2540210835620001537";1;1;"12 месяцев";Остаточный срок годности;"12 месяцев"
"2540211648420000069";1;1;"48 месяцев.";Остаточный срок годности;"48 месяцев."
"2540211888320000212";1;1;"12 месяцев";Остаточный срок годности;"12 месяцев"
"2540215512320002666";1;1;не менее 12 месяцев;Остаточный срок годности;не менее 12 месяцев
"2540215512320002673";1;1;не менее 12 месяцев;Остаточный срок годности;не менее 12 месяцев
"2540215512320002923";1;1;не менее 8 месяцев;Остаточный срок годности;не менее 8 месяцев
"2540215512320002969";1;1;"12 месяцев";Остаточный срок годности;"12 месяцев"
"2540215512320002985";1;1;"12 месяцев";Остаточный срок годности;"12 месяцев"
"2540215512320002988";1;1;не менее 12 месяцев на момент поставки;Остаточный срок годности;не менее 12 месяцев на момент поставки
"2540215512320002996";1;1;не менее 12 месяцев на момент поставки;Остаточный срок годности;не менее 12 месяцев на момент поставки
"2540215512320002999";1;1;"12 месяцев";Остаточный срок годности;"12 месяцев"
"2540215512320003003";1;1;составит 12 месяцев на момент поставки;Остаточный срок годности;составит 12 месяцев на момент поставки
"2540215512320003010";1;1;"12 месяцев";Остаточный срок годности;"12 месяцев"
"2540215512320003017";1;1;не менее 12 месяцев;Остаточный срок годности;не менее 12 месяцев
"2540215512320003021";1;1;"12 месяцев";Остаточный срок годности;"12 месяцев"
"2540215512320003022";1;1;"12 месяцев";Остаточный срок годности;"12 месяцев"
"2540215512320003048";1;1;не менее 12 месяцев;Остаточный срок годности;не менее 12 месяцев
"2540215512320003059";1;1;"12 месяцев";Остаточный срок годности;"12 месяцев"
"2540215512320003064";1;1;"12 месяцев";Остаточный срок годности;"12 месяцев"
"2540215512320003110";1;1;"12 месяцев";Остаточный срок годности;"12 месяцев"
"2540215512320003175";1;1;не менее чем 12 месяцев;Остаточный срок годности;не менее чем 12 месяцев
"2540215512320003244";1;1;Составит не менее 12 месяцев;Остаточный срок годности;Составит не менее 12 месяцев
"2540215512320003281";1;1;Не менее  8 месяцев;Остаточный срок годности;Не менее  8 месяцев
"2540215512320003314";1;1;Составит не менее 12 месяцев;Остаточный срок годности;Составит не менее 12 месяцев
"2540215512320003469";1;1;не менее 6 месяцев;Остаточный срок годности;не менее 6 месяцев
"2540215512320003640";1;1;Составит не менее 12 месяцев на момент поставки;Остаточный срок годности;Составит не менее 12 месяцев на момент поставки
"2540215512320003686";1;1;"12 месяцев";Остаточный срок годности;"12 месяцев"
"2540215512321000033";1;1;Не менее 11 месяцев;Остаточный срок годности;Не менее 11 месяцев
"2540215512321000033";0;0;;;
"2540215512321000057";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"2540215512321000065";1;1;не менее 12 месяцев;Остаточный срок годности;не менее 12 месяцев
"2540310615020001116";1;1;На момент поставки срок годности Товара должен быть не менее 12 (двенадцати)  месяцев.;Остаточный срок годности(указывается в соответствии с требованиями, установленными в технической части документации).;На момент поставки срок годности Товара должен быть не менее 12 (двенадцати)  месяцев.
"2540310615020001165";1;1;На момент поставки срок годности Товара должен быть не менее 12 (двенадцати)  месяцев.;Остаточный срок годности(указывается в соответствии с требованиями, установленными в технической части документации).;На момент поставки срок годности Товара должен быть не менее 12 (двенадцати)  месяцев.
"2540310615020001327";1;1;На момент поставки срок годности Товара должен быть не менее 12 (двенадцати)  месяцев.;Остаточный срок годности(указывается в соответствии с требованиями, установленными в технической части документации).;На момент поставки срок годности Товара должен быть не менее 12 (двенадцати)  месяцев.
"2540312239220000236";1;1;"8 месяцев";Остаточный срок годности;"8 месяцев"
"2540412116920000837";1;1;Не менее 9 месяцев;Остаточный срок годности;Не менее 9 месяцев
"2540412116920000838";1;1;Не менее 9 месяцев;Остаточный срок годности;Не менее 9 месяцев
"2540412116920000891";1;1;Не менее 9 месяцев;Остаточный срок годности;Не менее 9 месяцев
"2540412116920000941";1;0;;"Срок годности Товара:________________________";
"2540412116921000001";1;1;"9  месяцев";Остаточный срок годности;"9  месяцев"
"2540412903020000301";1;1;"12 месяцев";Остаточный срок годности;"12 месяцев"
"2540412903020000354";1;1;"12 месяцев";Остаточный срок годности;"12 месяцев"
"2540412903021000004";1;1;"12 месяцев";Остаточный срок годности;"12 месяцев"
"2540413174520000203";1;1;Не 12 месяцев на дату поставки.;Остаточный срок годности;Не 12 месяцев на дату поставки.
"2540413174521000012";1;1;Не менее 12 месяцев на дату поставки.;Остаточный срок годности;Не менее 12 месяцев на дату поставки.
"2540414761820000084";1;1;Не менее 9 месяцев;Остаточный срок годности;Не менее 9 месяцев
"2540514697720000531";1;1;"10 месяцев";Остаточный срок годности;"10 месяцев"
"2540514878020000147";1;1;"8 месяцев на момент поставки.";Остаточный срок годности;"8 месяцев на момент поставки."
"2540601111520000217";1;1;Не менее 12 (двенадцать) месяцев;Остаточный срок годности;Не менее 12 (двенадцать) месяцев
"2540601111520000221";1;1;"Число членов приемочной комиссии со стороны заказчика должно быть не менее пяти человек.";"Срок годности Товара:________________________";"Число членов приемочной комиссии со стороны заказчика должно быть не менее пяти человек."
"2540601112220000298";1;0;;Срок годности;
"2540601112220000309";1;0;;Срок годности;
"2540618863420000122";1;1;Остаточный срок годности товара на момент поставки -  не менее 12 месяцев;Остаточный срок годности;Остаточный срок годности товара на момент поставки -  не менее 12 месяцев
"2540618863420000152";1;1;менее 10 месяцев.;Остаточный срок годности;менее 10 месяцев.
"2540810641120000351";1;0;;"Срок годности Товара:________________________";
"2540810641120000363";1;0;;"Срок годности Товара:________________________";
"2540811949920000136";1;1;Не менее 10 месяцев;Остаточный срок годности(указывается в соответствии с требованиями, установленными в технической части документации);Не менее 10 месяцев
"2540811949921000005";1;1;не менее 12 месяцев;Остаточный срок годности(указывается в соответствии с требованиями, установленными в технической части документации);не менее 12 месяцев
"2540911424620000093";1;1;Число членов приемочной комиссии со стороны заказчика должно быть не менее пяти человек.;Срок годности Товара:________________________;Число членов приемочной комиссии со стороны заказчика должно быть не менее пяти человек.
"2541000614020000343";1;1;"9 месяцев.";Остаточный срок годности;"9 месяцев."
"2541012717620000723";1;1;На момент поставки срок годности Товара не менее 12 месяцев;Остаточный срок годности;На момент поставки срок годности Товара не менее 12 месяцев
"2541012717620000724";1;1;На момент поставки срок годности Товара не менее 12 месяцев;Остаточный срок годности;На момент поставки срок годности Товара не менее 12 месяцев
"2541012717620000771";1;1;На момент поставки срок годности Товара не менее 9 месяцев;Остаточный срок годности;На момент поставки срок годности Товара не менее 9 месяцев
"2541012717621000027";1;1;На момент поставки срок годности Товара не менее 12 месяцев;Остаточный срок годности;На момент поставки срок годности Товара не менее 12 месяцев
"2541012717621000075";1;1;На момент поставки срок годности Товара не менее 12 месяцев;Остаточный срок годности;На момент поставки срок годности Товара не менее 12 месяцев
"2541012717621000079";1;1;На момент поставки срок годности Товара не менее 9 месяцев;Остаточный срок годности;На момент поставки срок годности Товара не менее 9 месяцев
"2541410088020000822";1;0;;Срок годности Товара:________________________;
"2541510093220000307";1;0;;Дата окончания срока годности Товара;
"2541510093221000005";1;0;;Дата окончания срока годности Товара;
"2542210005920000756";1;0;;"Срок годности Товара:________________________";
"2543310776120000298";1;1;не менее 14 месяцев;Остаточный срок годности;не менее 14 месяцев
"2543310776121000010";1;1;Не менее 14 месяцев;Остаточный срок годности;Не менее 14 месяцев
"2543310776121000020";1;1;Не менее 14 месяцев;Остаточный срок годности;Не менее 14 месяцев
"2543313778020000370";1;1;Не менее 12 месяцев на момент поставки;Остаточный срок годности;Не менее 12 месяцев на момент поставки
"2543313778020000380";1;1;Не менее 12 месяцев на момент поставки;Остаточный срок годности;Не менее 12 месяцев на момент поставки
"2543410076920000340";1;1;не менее 12 месяцев от срока годности, установленного производителем на данный вид товара;Остаточный срок годности;не менее 12 месяцев от срока годности, установленного производителем на данный вид товара
"2543410076920000346";1;1;"12 месяцев.";Остаточный срок годности;"12 месяцев."
"2543810409821000037";1;0;;"Срок годности Товара:________________________";
"2550103409520000309";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"2550103409520000317";1;1;"12 месяцев";Остаточный срок годности;"12 месяцев"
"2550103409520000369";1;1;"12 месяцев на момент поставки.";Остаточный срок годности;"12 месяцев на момент поставки."
"2550105037920000198";1;1;Остаточный срок годности не менее 12 месяцев от срока годности установленного производителем (изготовителем) на момент поставки товара Получателю;Остаточный срок годности;Остаточный срок годности не менее 12 месяцев от срока годности установленного производителем (изготовителем) на момент поставки товара Получателю
"2550201838520000756";1;1;Гарантийный срок на товар – не установлен.Остаточный срок годности товара от первоначального на дату поставки товара Заказчику должен составлять не менее 6 месяцев;Остаточный срок годности;Гарантийный срок на товар – не установлен.Остаточный срок годности товара от первоначального на дату поставки товара Заказчику должен составлять не менее 6 месяцев
"2550201838520000758";1;1;Гарантийный срок на товар – не установлен.Остаточный срок годности товара от первоначального на дату поставки товара Заказчику должен составлять не менее 6 месяцев;Остаточный срок годности;Гарантийный срок на товар – не установлен.Остаточный срок годности товара от первоначального на дату поставки товара Заказчику должен составлять не менее 6 месяцев
"2550201838520000759";1;1;Гарантийный срок на товар – не установлен.Остаточный срок годности товара от первоначального на дату поставки товара Заказчику должен составлять не менее 6 месяцев;Остаточный срок годности;Гарантийный срок на товар – не установлен.Остаточный срок годности товара от первоначального на дату поставки товара Заказчику должен составлять не менее 6 месяцев
"2550201838520000783";1;1;Гарантийный срок на товар – не установлен.Остаточный срок годности товара от первоначального на дату поставки товара Заказчику должен составлять не менее 6 месяцев;Остаточный срок годности;Гарантийный срок на товар – не установлен.Остаточный срок годности товара от первоначального на дату поставки товара Заказчику должен составлять не менее 6 месяцев
"2550202127520000186";1;1;не менее 12 месяцев от срока годности установленного производителем (изготовителем) на момент поставки товара;Остаточный срок годности;не менее 12 месяцев от срока годности установленного производителем (изготовителем) на момент поставки товара
"2550202127520000187";1;1;не менее 12 месяцев от срока годности установленного производителем (изготовителем) на момент поставки товара;Остаточный срок годности;не менее 12 месяцев от срока годности установленного производителем (изготовителем) на момент поставки товара
"2550202799020000290";1;1;"12 мес.";Остаточный срок годности;"12 мес."
"2550302559320000736";1;1;не менее 12 месяцев от срока годности (хранения), установленного производителем товара;Остаточный срок годности;не менее 12 месяцев от срока годности (хранения), установленного производителем товара
"2550302559320000798";1;1;не менее 12 месяцев от срока годности установленного производителем (изготовителем) на момент поставки товара.;Остаточный срок годности;не менее 12 месяцев от срока годности установленного производителем (изготовителем) на момент поставки товара.
"2550302559320000819";1;1;"12 месяцев с даты отгрузки товара на склад Заказчика";Остаточный срок годности;"12 месяцев с даты отгрузки товара на склад Заказчика"
"2550302778420000198";1;1;Остаточный срок годности лекарственных препаратов установленного производителем (изготовителем) на момент поставки заказчику должен составлять не менее 12 месяцев.;Остаточный срок годности;Остаточный срок годности лекарственных препаратов установленного производителем (изготовителем) на момент поставки заказчику должен составлять не менее 12 месяцев.
"2550302778420000202";1;1;Остаточный срок годности лекарственных препаратов установленного производителем (изготовителем) на момент поставки заказчику должен составлять не менее 12 месяцев.;Остаточный срок годности;Остаточный срок годности лекарственных препаратов установленного производителем (изготовителем) на момент поставки заказчику должен составлять не менее 12 месяцев.
"2550302778420000211";1;1;Остаточный срок годности лекарственных препаратов установленного производителем (изготовителем) на момент поставки заказчику должен составлять не менее 12 месяцев.;Остаточный срок годности;Остаточный срок годности лекарственных препаратов установленного производителем (изготовителем) на момент поставки заказчику должен составлять не менее 12 месяцев.
"2550302778420000214";1;1;Остаточный срок годности лекарственных препаратов установленного производителем (изготовителем) на момент поставки заказчику должен составлять не менее 12 месяцев.;Остаточный срок годности;Остаточный срок годности лекарственных препаратов установленного производителем (изготовителем) на момент поставки заказчику должен составлять не менее 12 месяцев.
"2550303130021000008";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"2550400463820000550";1;1;Остаточный срок годности (мес.);Остаточный срок годности (мес.);Остаточный срок годности (мес.)
"2550400463820000569";1;1;"12 месяцев от срока годности установленного производителем (изготовителем).";Остаточный срок годности;"12 месяцев от срока годности установленного производителем (изготовителем)."
"2550400463820000600";1;1;Остаточный срок годности (мес.);Остаточный срок годности (мес.);Остаточный срок годности (мес.)
"2550400463820000606";1;1;Остаточный срок годности (мес.);Остаточный срок годности (мес.);Остаточный срок годности (мес.)
"2550400497320000350";1;1;"12 месяцев от срока годности (хранения), установленного производителем товара.";Остаточный срок годности;"12 месяцев от срока годности (хранения), установленного производителем товара."
"2550403909120000232";1;1;не менее 12 месяцев от указанного на упаковке.;Остаточный срок годности;не менее 12 месяцев от указанного на упаковке.
"2550403909120000255";1;1;не менее 12 месяцев от срока годности (хранения), установленного производителем товара;Остаточный срок годности;не менее 12 месяцев от срока годности (хранения), установленного производителем товара
"2550501148320000293";1;1;не менее 12 месяцев на момент поставки товара;Остаточный срок годности;не менее 12 месяцев на момент поставки товара
"2550501148320000314";1;1;не менее 12 месяцев от срока годности (хранения), установленного производителем товара.;Остаточный срок годности;не менее 12 месяцев от срока годности (хранения), установленного производителем товара.
"2550503199420000151";1;1;не менее 18 месяцев от срока годности (хранения), установленного производителем товара.;Остаточный срок годности;не менее 18 месяцев от срока годности (хранения), установленного производителем товара.
"2550602152620000212";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"2550602152620000242";1;1;не менее 12 месяцев от срока годности установленного производителем (изготовителем) на момент поставки товара.;Остаточный срок годности;не менее 12 месяцев от срока годности установленного производителем (изготовителем) на момент поставки товара.
"2550704526220000122";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"2552900281920000146";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"2560301512620000165";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"2560301512620000165";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"2560304493820000448";1;1;не менее 12 месяцев;Остаточный срок годности;не менее 12 месяцев
"2560304493820000449";1;1;не менее 12 (двенадцати) месяцев;Остаточный срок годности;не менее 12 (двенадцати) месяцев
"2560304493820000456";1;1;не менее 12 месяцев;Остаточный срок годности;не менее 12 месяцев
"2560304493820000476";1;1;не менее 12 месяцев;Остаточный срок годности;не менее 12 месяцев
"2560304493820000496";1;0;;Срок годности  10 дней;
"2560304493820000502";1;0;;Срок годности  10 дней;
"2560304493821000014";1;0;;Срок годности  10 дней;
"2560500532420000027";1;1;Остаточный срок годности Товара на дату поставки Заказчику составляет не менее 12 месяцев.;Остаточный срок годности;Остаточный срок годности Товара на дату поставки Заказчику составляет не менее 12 месяцев.
"2561003635020000374";1;1;Срок годности не менее 12 месяцев;Остаточный срок годности;Срок годности не менее 12 месяцев
"2561003635020000491";1;0;;"6. Срок годности Товара: _____";
"2561201491520000877";1;1;Остаточный срок годности Товара на дату поставки Заказчику не менее 12 месяцев;Остаточный срок годности;Остаточный срок годности Товара на дату поставки Заказчику не менее 12 месяцев
"2561201491520000881";1;1;Остаточный срок годности Товара на дату поставки Заказчику не менее 12 месяцев;Остаточный срок годности;Остаточный срок годности Товара на дату поставки Заказчику не менее 12 месяцев
"2561201491520000898";1;1;Остаточный срок годности Товара на дату поставки Заказчику составит не менее 9 месяцев;Остаточный срок годности;Остаточный срок годности Товара на дату поставки Заказчику составит не менее 9 месяцев
"2561201491520001171";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"2561201756020000276";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"2561201756020000300";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"2561201756020000318";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"2561207412820000542";1;1;Не менее 12 месяцев.;Остаточный срок годности;Не менее 12 месяцев.
"2561207412820000566";1;1;не менее 12 месяцев;Остаточный срок годности;не менее 12 месяцев
"2561207412820000754";1;1;не менее 12 месяцев;Остаточный срок годности;не менее 12 месяцев
"2561207412821000055";1;1;не менее 12 месяцев;Остаточный срок годности;не менее 12 месяцев
"2561207412821000061";1;1;не менее 12 месяцев;Остаточный срок годности;не менее 12 месяцев
"2561207412821000062";1;1;не менее 12 месяцев;Остаточный срок годности;не менее 12 месяцев
"2561400657120000137";1;1;Остаточный срок годности на момент поставки товара не менее 12 месяцев;Остаточный срок годности;Остаточный срок годности на момент поставки товара не менее 12 месяцев
"2561400657120000155";0;0;;;
"2561400657120000155";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"2561400657121000003";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"2561700141220000411";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"2561800077120000191";1;1;не менее 12 месяцев.;Остаточный срок годности;не менее 12 месяцев.
"2562100312320000024";1;1;"12 месяцев";Остаточный срок годности;"12 месяцев"
"2562100312320000036";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"2562100312320000077";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"2562100312321000006";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"2562400241720000196";1;1;не менее 12 месяцев на момент поставки каждой партии товара Поставщиком на склад Заказчика.;Остаточный срок годности;не менее 12 месяцев на момент поставки каждой партии товара Поставщиком на склад Заказчика.
"2563700413020000314";1;1;не менее 12 месяцев;Остаточный срок годности;не менее 12 месяцев
"2563700413021000007";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
